re,account_id,bank_id,account_open_date,account_type,cust_occupation
PEER_2,5760604793679,201,2017-03-25,Individual,Other
PEER_2,4999033663403,201,1978-04-27,Individual,Other
PEER_2,3810101653626,201,1981-05-16,Individual,Other
PEER_2,9432909955543,201,1988-11-21,Business,Other
PEER_2,3503828067606,201,1975-12-31,Business,Professional
PEER_2,2580196151723,201,1980-02-19,Trust,Other
PEER_2,9641792614479,201,2016-12-27,Business,Professional
PEER_2,1392047013121,201,1972-11-23,Business,Other
PEER_2,5998393836429,201,1995-02-14,Individual,Professional
PEER_2,7969340918986,201,1984-07-26,Individual,Other
PEER_2,4571048979915,201,1980-07-13,Business,Other
PEER_2,3366772091296,201,2016-08-06,Business,Professional
PEER_2,4537718261513,201,1975-05-10,Individual,Student
PEER_2,3421135141770,201,2010-05-22,Individual,Other
PEER_2,5134402042684,201,1988-11-30,Individual,Professional
PEER_2,1317035085517,201,1989-05-21,Business,Professional
PEER_2,9313902404394,201,1997-11-05,Individual,Professional
PEER_2,3871558836602,201,2023-02-28,Business,Professional
PEER_2,4510158471395,201,2022-08-27,Individual,Professional
PEER_2,8223014240436,201,1996-06-09,Individual,Other
PEER_2,2986493604499,201,2017-12-29,Individual,Professional
PEER_2,8307488513886,201,2003-10-19,Individual,Other
PEER_2,1064384040466,201,1982-10-14,Business,Other
PEER_2,9090344104065,201,1973-12-10,Business,Professional
PEER_2,3993740057555,201,2022-05-13,Individual,Professional
PEER_2,2170410253154,201,1987-02-15,Individual,Student
PEER_2,1749752800609,201,2025-07-08,Individual,Other
PEER_2,9647438534103,201,1997-02-06,Business,Professional
PEER_2,7901631438331,201,2005-10-01,Individual,Other
PEER_2,8298801309360,201,2013-08-27,Individual,Other
PEER_2,7602460379649,201,1971-09-27,Individual,Other
PEER_2,3132311610108,201,2000-12-01,Business,Professional
PEER_2,4533717438849,201,1988-03-03,Business,Professional
PEER_2,8628305043164,201,1975-12-26,Trust,Professional
PEER_2,7517613907355,201,1998-10-01,Business,Professional
