re,account_id,bank_id,account_open_date,account_type,cust_occupation
PEER_4,1705613954516,401,2000-01-18,Business,Professional
PEER_4,5953390150868,401,1972-06-18,Business,Other
PEER_4,3439111420887,401,2019-07-15,Business,Professional
PEER_4,7675587938969,401,1988-12-19,Business,Other
PEER_4,7668765713986,401,1995-12-04,Individual,Other
PEER_4,7026037946364,401,2005-06-10,Individual,Professional
PEER_4,4360780330593,401,1974-11-05,Individual,Professional
PEER_4,3567348479488,401,2013-05-17,Individual,Professional
PEER_4,2671372790899,401,2003-01-13,Individual,Other
PEER_4,3007697887117,401,1995-05-17,Business,Other
PEER_4,6788722640011,401,1984-09-08,Business,Student
PEER_4,3109430330660,401,2023-06-26,Business,Other
PEER_4,4463490455502,401,2002-09-29,Individual,Professional
PEER_4,6101836055338,401,1987-07-20,Trust,Professional
PEER_4,6277398912897,401,1987-05-19,Business,Other
PEER_4,2141776163545,401,1992-06-10,Business,Professional
PEER_4,9218472695856,401,2023-01-27,Business,Student
PEER_4,7713103442171,401,2006-10-13,Trust,Professional
PEER_4,9724000857682,401,1998-07-22,Individual,Other
PEER_4,3601920612400,401,1995-05-26,Trust,Professional
PEER_4,6639316485792,401,1975-04-01,Individual,Professional
PEER_4,8554139397244,401,1982-12-10,Trust,Professional
PEER_4,7275570474166,401,2011-09-06,Individual,Other
PEER_4,3749322342307,401,1974-02-09,Individual,Other
PEER_4,4357490794436,401,1996-03-01,Individual,Other
PEER_4,9756177985087,401,2015-02-26,Business,Professional
PEER_4,7039782637307,401,2024-10-03,Individual,Professional
PEER_4,1266482024156,401,1988-02-06,Business,Other
PEER_4,1614156815141,401,1988-07-09,Individual,Professional
PEER_4,3137353262622,401,1994-08-12,Individual,Other
PEER_4,2551290556095,401,1973-08-03,Individual,Other
PEER_4,2536861770744,401,1972-07-28,Individual,Other
PEER_4,8202542532663,401,2018-06-17,Individual,Professional
PEER_4,3883498403028,401,2025-05-18,Trust,Other
PEER_4,6948766513026,401,1997-06-30,Individual,Professional
PEER_4,7527644223654,401,1975-02-27,Business,Other
PEER_4,8396514655182,401,1970-08-03,Individual,Other
PEER_4,9458956000117,401,1999-11-27,Business,Professional
PEER_4,1259292219045,401,1980-09-30,Individual,Student
PEER_4,3097846673895,401,1983-03-05,Individual,Other
PEER_4,1211078477207,401,2014-06-27,Business,Other
PEER_4,6829195572146,401,1988-03-06,Business,Professional
PEER_4,4255485545525,401,1972-07-11,Individual,Professional
PEER_4,6575635683687,401,1987-10-20,Individual,Other
PEER_4,8881371693728,401,2000-05-17,Individual,Student
PEER_4,2502973232324,401,2001-02-19,Business,Other
PEER_4,7026998738287,401,1970-05-31,Business,Professional
PEER_4,6142519936184,401,2003-09-21,Business,Student
PEER_4,6607102698664,401,1995-06-01,Business,Professional
PEER_4,6924966479473,401,2013-05-19,Individual,Other
PEER_4,7555534092576,401,2018-12-23,Individual,Other
PEER_4,8690453455876,401,1999-03-23,Business,Professional
PEER_4,1250574643756,401,1987-04-13,Business,Professional
PEER_4,2311627547597,401,1972-09-20,Business,Student
PEER_4,4119355719888,401,1973-03-05,Individual,Professional
PEER_4,8384239554694,401,2021-12-23,Individual,Other
PEER_4,2258428121802,401,2005-07-07,Trust,Student
PEER_4,4069745112451,401,2009-05-14,Individual,Student
PEER_4,2200559065529,401,2006-08-07,Trust,Professional
PEER_4,2991596184790,401,2010-08-31,Business,Professional
PEER_4,5325902725246,401,1980-12-22,Business,Other
PEER_4,3755527871889,401,2010-12-27,Business,Other
PEER_4,2550299648371,401,1994-12-11,Individual,Professional
PEER_4,6086057474984,401,2016-05-13,Trust,Professional
PEER_4,3155280171479,401,1972-04-09,Individual,Other
PEER_4,2975806633160,401,1984-11-02,Individual,Other
PEER_4,1602528795984,401,2015-05-01,Individual,Professional
PEER_4,2670842852162,401,2013-12-27,Business,Professional
PEER_4,8959269309045,401,1998-05-29,Business,Student
PEER_4,6004756022027,401,1978-04-21,Individual,Professional
PEER_4,6046397038115,401,2024-08-23,Business,Other
PEER_4,1862676653025,401,1985-11-27,Business,Other
PEER_4,1836333461008,401,1985-12-19,Individual,Professional
PEER_4,8808778834422,401,1975-05-06,Individual,Professional
PEER_4,6471457781831,401,2021-12-31,Individual,Professional
PEER_4,4039891382236,401,2006-12-25,Business,Professional
PEER_4,7241223127136,401,1995-06-03,Individual,Student
PEER_4,2148803759554,401,1998-08-01,Business,Other
PEER_4,2484102171501,401,2022-12-16,Trust,Professional
PEER_4,5780136020693,401,2006-11-17,Individual,Professional
PEER_4,1868641623677,401,2020-02-14,Individual,Professional
PEER_4,1234019954706,401,1997-07-16,Business,Professional
PEER_4,5399582199839,401,1976-01-14,Business,Professional
PEER_4,5411365813413,401,2023-06-21,Business,Other
PEER_4,7092127839816,401,2018-05-20,Business,Other
PEER_4,9927353845257,401,1981-10-04,Individual,Professional
PEER_4,8039130046184,401,2011-12-02,Individual,Professional
PEER_4,4430005009234,401,1990-03-07,Individual,Professional
PEER_4,1322113508194,401,2003-12-17,Business,Student
PEER_4,8689091823415,401,1990-07-07,Trust,Professional
PEER_4,9576537669460,401,2016-09-07,Individual,Other
PEER_4,7566139523499,401,2001-03-27,Individual,Professional
PEER_4,2483535945625,401,2016-12-13,Trust,Student
PEER_4,5362944482658,401,1980-08-15,Individual,Professional
PEER_4,1454866579803,401,1990-06-18,Business,Other
PEER_4,6250371046526,401,2023-05-30,Business,Student
PEER_4,7659311774411,401,1975-10-24,Individual,Professional
PEER_4,7767371507197,401,2011-10-31,Individual,Student
PEER_4,3945992991232,401,1995-04-30,Individual,Other
PEER_4,2590673500133,401,2021-06-23,Business,Professional
PEER_4,6232765916977,401,2024-03-30,Individual,Other
PEER_4,4885054001127,401,2014-06-17,Individual,Other
PEER_4,4043642704421,401,1985-05-12,Individual,Other
PEER_4,6876098381332,401,1982-03-05,Business,Professional
PEER_4,3646291448770,401,2021-06-04,Individual,Other
PEER_4,7505649745963,401,1988-07-26,Individual,Professional
PEER_4,9959727247654,401,2022-12-13,Individual,Other
PEER_4,3221673052766,401,1999-05-01,Business,Other
PEER_4,6507373455224,401,1970-11-12,Trust,Other
PEER_4,4398527893487,401,2024-07-23,Business,Professional
PEER_4,2703430961428,401,2020-11-18,Individual,Student
PEER_4,1026227079539,401,2009-12-28,Individual,Student
PEER_4,3224338912754,401,1992-10-27,Business,Professional
PEER_4,1408086825569,401,1976-02-13,Individual,Other
PEER_4,9928317028963,401,2015-10-24,Business,Other
PEER_4,8197768386731,401,1993-12-29,Business,Professional
PEER_4,5231486728198,401,1987-06-21,Business,Other
PEER_4,4931602855233,401,1995-06-14,Individual,Professional
PEER_4,9453170811357,401,1980-09-02,Individual,Student
PEER_4,7449426269844,401,2024-06-17,Individual,Other
PEER_4,1245605374596,401,2014-01-04,Business,Other
PEER_4,1833565393418,401,2010-07-08,Business,Other
PEER_4,3315187221680,401,2016-05-30,Individual,Professional
PEER_4,6328555563765,401,1996-08-29,Individual,Other
PEER_4,9077092278199,401,2018-09-25,Business,Student
PEER_4,1064515900108,401,1974-10-17,Individual,Other
PEER_4,2948132141152,401,2023-08-06,Business,Professional
PEER_4,9073155249615,401,1998-09-08,Business,Professional
PEER_4,9468846217347,401,2015-10-27,Individual,Professional
PEER_4,4536921617658,401,1995-06-21,Individual,Professional
PEER_4,8158146392974,401,1980-09-20,Business,Professional
PEER_4,5298562181525,401,2009-11-02,Individual,Professional
PEER_4,5044564338885,401,2019-07-21,Individual,Professional
PEER_4,6190528007047,401,2021-01-22,Business,Other
PEER_4,2082882669980,401,1979-05-22,Business,Other
PEER_4,1977966031553,401,2021-02-26,Individual,Student
PEER_4,9494930955209,401,1989-08-13,Individual,Professional
PEER_4,2855580017254,401,1985-01-26,Business,Other
PEER_4,3760447196918,401,1973-09-18,Individual,Professional
PEER_4,1989991675044,401,1975-06-26,Individual,Professional
PEER_4,3640280828100,401,2002-10-10,Individual,Professional
PEER_4,3766510313597,401,1978-03-10,Business,Professional
PEER_4,7487870668035,401,2004-02-14,Individual,Other
PEER_4,5716515373529,401,1973-12-08,Individual,Professional
PEER_4,4641471638398,401,1983-06-11,Individual,Professional
PEER_4,2470423170220,401,1996-05-09,Business,Other
PEER_4,1385119796450,401,1983-10-09,Individual,Student
PEER_4,9029604467055,401,2021-07-03,Business,Other
PEER_4,5977690287964,401,2012-06-28,Individual,Other
PEER_4,5391166751698,401,1991-10-19,Individual,Professional
PEER_4,1271317924708,401,1971-12-12,Individual,Other
PEER_4,1174937248975,401,1986-09-29,Business,Other
PEER_4,5073085462381,401,1981-01-20,Individual,Other
PEER_4,9936960954879,401,1999-04-24,Individual,Professional
PEER_4,4456491755102,401,2023-02-02,Business,Other
PEER_4,5897332765210,401,2022-01-17,Individual,Student
PEER_4,4852480584503,401,1978-07-01,Individual,Other
PEER_4,5307018665949,401,1977-12-08,Individual,Professional
PEER_4,5584899821604,401,2007-09-07,Individual,Professional
PEER_4,5835617241741,401,1978-05-07,Individual,Professional
PEER_4,5768871613833,401,2015-01-03,Trust,Other
PEER_4,1669742988488,401,2010-07-03,Business,Professional
PEER_4,4490638614840,401,1994-12-04,Trust,Student
PEER_4,1329213908900,401,1994-10-03,Business,Professional
PEER_4,3090633323988,401,1974-02-14,Individual,Professional
PEER_4,2130063257983,401,1983-07-01,Individual,Other
PEER_4,1189403661091,401,1990-02-06,Individual,Other
PEER_4,8660587494696,401,2017-05-12,Individual,Professional
PEER_4,4866869555238,401,2014-01-27,Individual,Professional
PEER_4,1367866363305,401,2013-10-20,Business,Student
PEER_4,7735749474674,401,1990-04-08,Individual,Other
PEER_4,9282871965109,401,2008-04-28,Trust,Other
PEER_4,1823440162827,401,2009-11-24,Individual,Professional
PEER_4,9001322307230,401,1999-03-06,Individual,Student
PEER_4,3245219210365,401,2009-07-13,Business,Professional
PEER_4,2161055631697,401,2012-02-02,Individual,Other
PEER_4,9853230847661,401,2003-08-05,Individual,Professional
PEER_4,8606467398621,401,1984-05-31,Trust,Other
PEER_4,3356435810394,401,1976-07-18,Trust,Professional
PEER_4,8199137163071,401,1992-06-08,Business,Other
PEER_4,2588790564386,401,1975-03-04,Business,Professional
PEER_4,7485147664730,401,2001-07-27,Individual,Professional
PEER_4,6509313678430,401,1992-02-09,Individual,Professional
PEER_4,7077459580793,401,1998-07-31,Business,Other
PEER_4,1816423184463,401,2014-06-23,Business,Professional
PEER_4,4778738859807,401,2010-11-17,Individual,Other
PEER_4,3776915025839,401,1998-08-28,Business,Other
PEER_4,3679457848162,401,2003-04-10,Individual,Other
PEER_4,3782065462534,401,1986-08-21,Individual,Other
PEER_4,9870373959334,401,1998-04-07,Individual,Professional
PEER_4,4507477140754,401,1999-04-29,Business,Other
PEER_4,8776255224646,401,2013-01-27,Business,Professional
